Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),LOWER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),UPPER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),LOWER_ZONE:Zone People Number Of Occupants [](Hourly),LOWER_ZONE:Zone People Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Lights Electric Consumption [J](Hourly),LOWER_ZONE:Zone Lights Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Electric Equipment Electric Consumption [J](Hourly),LOWER_ZONE:Zone Electric Equipment Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Transmitted Solar Energy[J](Hourly),UPPER_ZONE:Zone Transmitted Solar Energy[J](Hourly),LOWER_ZONE:Zone Mean Air Temperature [C](Hourly),LOWER_ZONE:Zone Operative Temperature [C](Hourly),LOWER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),UPPER_ZONE:Zone Mean Air Temperature [C](Hourly),UPPER_ZONE:Zone Operative Temperature [C](Hourly),UPPER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),LOWER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),UPPER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Loss [J](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Ventilation Air Change Rate [ach](Hourly),LOWER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),LOWER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),PV_SURFACE:PV Generator DC Energy [J](Hourly),WT1:Wind Turbine Electric Energy Produced [J](Hourly),WT2:Wind Turbine Electric Energy Produced [J](Hourly) 
 04/16  19:00:00,14,4.1625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,491967.2357,583448.4314,24,23.35282282,-416.948272,20.8905167,21.12914924,75.15919256,0.517409171,0.512112214,2023170.025,0,0.776087398,0,1914671.282,0,0,43070.21804,6488624.447,0
 04/16  20:00:00,14,6.1625,0,0,0,0,0,0,0,0,0,0,22.06077233,22.0189491,-59.00791369,20.23420723,20.51416236,84.16248766,0.514355726,0.511254788,0,0,0,0,0,0,0,0,32954391.89,20250000
 04/16  21:00:00,14,8.325,0,0,0,0,0,0,0,0,0,0,20.68018458,21.06154556,196.936705,19.88333196,20.20282773,100.5711701,0.511657135,0.510346633,0,0,0,0,0,0,0,0,59331350.83,27000000
 04/16  22:00:00,14,7.45,0,0,0,0,0,0,0,0,0,0,20.04784536,20.39890675,148.7289398,19.18551017,19.51071124,65.20886782,0.510568005,0.509127652,0,0,0,0,0,0,0,0,49784082.64,27000000
 04/16  23:00:00,13.375,5.075,0,0,0,0,0,0,0,0,0,0,19.63053324,20.01957876,181.0048643,18.82454125,19.18421658,87.47623281,0.51089717,0.509539789,0,0,0,0,0,0,0,0,16819864.34,13500000
 04/16  24:00:00,13,6.35,0,0,0,0,0,0,0,0,0,0,19.36690145,19.78413913,212.2046642,18.6259642,19.00781842,111.1311613,0.511113399,0.509858084,0,0,0,0,0,0,0,0,35287646.12,27000000
 04/17  01:00:00,13,6.075,0,0,0,0,0,0,0,0,0,0,19.20275752,19.58052333,174.2202427,18.48906296,18.83293294,80.490959,0.510830399,0.509616822,0,0,0,0,0,0,0,0,31542034.3,27000000
 04/17  02:00:00,13,6.1,0,0,0,0,0,0,0,0,0,0,18.97131881,19.36049278,185.8934837,18.2784655,18.63540574,91.6267669,0.510428283,0.509247591,0,0,0,0,0,0,0,0,31640511.79,27000000
 04/17  03:00:00,12.375,7.325,0,0,0,0,0,0,0,0,0,0,18.72174924,19.13594251,202.0688712,18.02687704,18.41153196,104.345595,0.511006651,0.509817982,0,0,0,0,0,0,0,0,49012753.09,27000000
 04/17  04:00:00,12,6.7625,0,0,0,0,0,0,0,0,0,0,18.40922263,18.8063338,175.1394576,17.68009722,18.05324591,78.07754707,0.511122677,0.509871024,0,0,0,0,0,0,0,0,41402951.76,27000000
 04/17  05:00:00,12,5.8875,0,0,0,0,0,0,0,0,0,0,18.24021117,18.6738993,220.7128113,17.5522705,17.95786113,117.6972148,0.510905327,0.50972491,0,0,0,0,0,0,0,0,28507975.79,27000000
 04/17  06:00:00,11.375,4.7,0,0,0,0,0,0,0,0,20871.51755,38982.96312,21.09726336,20.25584329,-636.2696208,17.45218061,17.85702701,103.6340469,0.517139369,0.510766072,0,0,0,3460001.067,0,0,0,21822.9241,12490128.59,6750000
 04/17  07:00:00,11.625,2.85,0,0,0,0,0,0,0,0,124629.674,231299.0504,21.00000183,20.3338468,-511.7268022,17.50219551,17.93187405,135.9610927,0.51645768,0.510357842,0,0,0,2948367.938,0,0,0,127927.4861,0,0
 04/17  08:00:00,12,3.6625,0,0,0,0,0,0,0,0,386558.616,678566.5443,21,20.58273875,-268.1468886,18.38869983,18.74983169,131.075801,0.515754696,0.51122301,0,0,0,2033232.416,0,0,0,377255.9533,3398003.496,0
 04/17  09:00:00,12,3.6625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1206271.973,1956750.548,23.03931345,22.09205436,-656.4715418,19.07210682,19.4995905,176.3795196,0.519489593,0.512581833,2296981.435,0,0.779207925,0,0,0,0,1338705.448,2632876.366,0
 04/17  10:00:00,13.25,3.725,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1920672.413,2775242.776,23.5543641,22.41957947,-909.7093903,19.11681671,19.50373489,97.15972289,0.517917025,0.510261047,2081549.379,0,0.776849154,0,0,0,0,2702984.208,0,0
 04/17  11:00:00,14,3.7875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2082030.057,2626469.478,23.93559519,22.84557325,-864.5504853,19.41262955,19.81740721,131.9611712,0.517246325,0.50948191,2149333.498,0,0.775843138,0,291421.5189,0,0,3324421.78,0,0
 04/17  12:00:00,15.25,1.35,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2284356.259,2843367.509,23.99999821,23.28556159,-465.3282751,20.79856006,21.10176167,136.9269128,0.5151206,0.509664957,2123076.316,0,0.772654658,0,2106503.666,0,0,3520210.316,0,0
 04/17  13:00:00,16,1.125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2043759.412,4611048.748,23.15019437,22.94774964,-154.0306386,21.72768928,22.07804217,177.7866555,0.512357775,0.509939551,3008416.644,0,4.587773837,2532296.661,1620017.928,0,0,3629138.626,0,0
 04/17  14:00:00,16.625,2.925,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1812633.635,5076381.958,23.99891076,23.57410385,-245.3855828,23.04336103,23.16415563,86.60160505,0.512823624,0.511200166,1517592.969,0,0.769209312,0,3234324.272,0,0,3404877.268,0,0
 04/17  15:00:00,17,4.5375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1798921.063,2513044.406,24,23.53085989,-270.5034559,22.03849815,22.25903892,81.75202308,0.511976472,0.508678873,1520145.785,0,0.767938627,0,3340442.186,0,0,2907616.481,11009859.09,6750000
 04/17  16:00:00,17,4.475,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1657478.944,2208142.939,23.714701,23.4052655,-185.588012,21.9649003,22.207062,88.82971084,0.511630913,0.508685393,1768766.631,0,1.531469299,0,2862645.737,0,0,2286519.4,10094608.65,0
 04/17  17:00:00,16.375,4.4125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1393371.187,1816337.507,23.99999999,23.51828846,-284.306295,21.79596447,22.04571885,84.14293299,0.513069283,0.509369974,1677999.489,0,0.769577787,0,3096949.47,0,0,1550672.287,11871390.29,0
 04/17  18:00:00,15.375,4.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,10016358.7,5126674.014,23.70901039,24.52363141,477.9363191,22.57590987,23.13381716,296.0411442,0.514508194,0.512644993,2047168.623,0,1.867420559,300071.2749,4365543.857,0,0,719206.788,13451228.2,0
 04/17  19:00:00,14.375,3.975,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,3488498.093,3959416.765,23.98298736,23.98273808,19.30441737,23.67153531,23.69616091,56.27436496,0.516928449,0.516458872,1942918.683,0,0.77536634,0,3407206.478,0,0,64879.38483,2849773.802,0
 04/17  20:00:00,13.375,2.6625,0,0,0,0,0,0,0,0,0,0,22.10062419,22.27857389,59.77390991,21.08037857,21.35895213,73.67592562,0.515416819,0.513714019,0,0,0,0,0,0,0,0,0,0
 04/17  21:00:00,12.375,2.725,0,0,0,0,0,0,0,0,0,0,21.04261001,21.45729741,214.1041236,20.4357901,20.81266629,118.8040385,0.515245944,0.514257045,0,0,0,0,0,0,0,0,0,0
 04/17  22:00:00,10.75,3.1,0,0,0,0,0,0,0,0,0,0,20.29399043,20.78593402,273.2736441,19.73380541,20.1639124,141.123754,0.51679417,0.515864607,0,0,0,0,0,0,0,0,0,0
 04/17  23:00:00,9.375,2.1,0,0,0,0,0,0,0,0,0,0,19.7187558,20.2604132,315.2573168,19.16328209,19.63762996,165.8742453,0.518280931,0.517342338,0,0,0,0,0,0,0,0,0,0
 04/17  24:00:00,9,1.875,0,0,0,0,0,0,0,0,0,0,19.34358159,19.89570106,326.7624776,18.80435553,19.28663347,172.1802784,0.518312128,0.517393347,0,0,0,0,0,0,0,0,0,0
 04/18  01:00:00,9,2.725,0,0,0,0,0,0,0,0,0,0,19.0781925,19.62267253,320.5103116,18.54519971,19.02148374,168.5435108,0.517820643,0.516908328,0,0,0,0,0,0,0,0,0,0
 04/18  02:00:00,7.75,2.7875,0,0,0,0,0,0,0,0,0,0,18.70828673,19.27811797,334.7176318,18.16860444,18.66902415,175.7006761,0.519471063,0.518540081,0,0,0,0,0,0,0,0,0,0
 04/18  03:00:00,7.625,2.2875,0,0,0,0,0,0,0,0,0,0,18.38590463,18.97201969,356.2785674,17.86108613,18.37469026,189.4247737,0.519141314,0.518234707,0,0,0,0,0,0,0,0,0,0
 04/18  04:00:00,8.625,0.7875,0,0,0,0,0,0,0,0,0,0,17.75838183,18.28677184,264.068689,17.01666184,17.51968555,127.3669827,0.516309967,0.515020257,0,0,0,0,0,0,0,0,0,0
 04/18  05:00:00,7.75,1.3125,0,0,0,0,0,0,0,0,0,0,17.41737729,17.99755597,320.5371708,16.69051675,17.23901526,172.0213811,0.517202431,0.51593512,0,0,0,0,0,0,0,0,0,0
 04/18  06:00:00,7,2.725,0,0,0,0,0,0,0,0,86300.95478,122780.9697,21.18228803,20.32775934,-631.3488458,17.1381248,17.69505796,221.0725645,0.525363109,0.518227817,0,0,0,3985691.605,0,0,0,51895.61907,0,0
 04/18  07:00:00,9.5,1.1625,0,0,0,0,0,0,0,0,542451.1302,775468.0301,21.00000011,20.51106952,-338.3619489,17.86109114,18.33252459,192.9180247,0.520303737,0.51486436,0,0,0,2575967.781,0,0,0,580183.5925,0,0
 04/18  08:00:00,12.25,0,0,0,0,0,0,0,0,0,1008428.047,1377506.829,21,20.71741328,-179.8229298,18.75149002,19.12373614,145.6959264,0.515297726,0.511470641,0,0,0,1691957.949,0,0,0,1401908.578,0,0
 04/18  09:00:00,13,1.9375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1401053.183,1823721.603,23.21157849,22.28208793,-619.6915417,19.37287997,19.74959225,150.5784868,0.518065801,0.511443708,2021545.759,0,0.77707231,0,0,0,0,2214991.986,0,0
 04/18  10:00:00,13,3.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1572895.989,2150888.429,23.99990433,22.94537815,-772.9310405,19.90501675,20.24704581,137.3793851,0.519151326,0.512141689,2206464.499,0,0.778700543,0,346782.6188,0,0,2900824.594,0,0
 04/18  11:00:00,13.625,3.4125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1784698.469,2168421.887,24,23.09869161,-632.3109349,20.23666829,20.56823488,134.8886445,0.517999833,0.511596567,2164719.192,0,0.776973361,0,991064.2984,0,0,3434200.879,0,0
 04/18  12:00:00,15.25,3.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1865514.266,2191276.947,23.61719619,23.04727907,-382.9130384,20.66967599,20.9706473,124.0501129,0.514565261,0.509558429,2348767.79,0,1.538843533,164807.3193,1279757.172,0,0,3701712.91,0,0
 04/18  13:00:00,16.625,4.0375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1897864.14,4387762.466,23.99999889,23.44022246,-349.1379723,21.6899532,22.06500578,185.6711737,0.512747162,0.508839791,1862767.329,0,0.769094623,0,3215989.335,0,0,3690203.574,5936902.123,0
 04/18  14:00:00,17,5.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1912070.975,5219565.486,23.69683509,23.45002785,-165.0494026,23.02535918,23.22617547,129.6241963,0.511663166,0.510556029,1991521.533,0,1.531469928,0,2945588.994,0,0,3384095.229,24586579.35,27000000
 04/18  15:00:00,17,6.825,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1929190.531,2745706.615,23.99999993,23.58307774,-238.6814644,22.34549872,22.59414884,87.46652444,0.51197027,0.509209225,1556303.648,0,0.767929324,0,3377758.183,0,0,2770395.576,41749437.28,27000000
 04/18  16:00:00,17,7.2,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1722818.957,2336934.847,24,23.57941022,-242.0465895,22.18429009,22.44251707,89.81285087,0.511944917,0.508926717,1644835.86,0,0.767891296,0,3424637.953,0,0,2218808.875,46906365.65,27000000
 04/18  17:00:00,17,6.8875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1384097.772,1838040.945,23.70849994,23.40376581,-187.9556592,22.02980901,22.27361282,81.10503372,0.511619126,0.50880447,1858080.757,0,1.531436278,0,2870507.988,0,0,1513860.25,42712214.64,27000000
 04/18  18:00:00,16.375,7.0125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,9593266.23,4969493.946,23.88761139,24.57402186,380.9278053,22.79194856,23.31597846,269.530499,0.512993272,0.511191615,2258192.441,0,2.042058751,0,5024294.465,0,0,709219.7592,44530390.11,27000000
 04/18  19:00:00,14.75,8.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,3381868.783,3839611.22,23.54390704,23.59053105,27.95074195,23.65059755,23.7060318,49.84970746,0.515464578,0.51571639,2267910.315,0,2.312050508,1475505.028,2733390.063,0,0,64610.95283,60475718.51,27000000
 04/18  20:00:00,13.375,7.3625,0,0,0,0,0,0,0,0,0,0,21.59217269,21.93059979,147.2479319,21.24821361,21.54729331,72.13346017,0.514560882,0.514018875,0,0,0,0,0,0,0,0,48289771.49,27000000
 04/18  21:00:00,13,6.2,0,0,0,0,0,0,0,0,0,0,20.79456216,21.22872376,231.5897112,20.52602168,20.90961846,119.8194469,0.513646284,0.513230425,0,0,0,0,0,0,0,0,33123275.03,27000000
 04/18  22:00:00,11.75,3.95,0,0,0,0,0,0,0,0,0,0,20.32633922,20.78898585,249.3643981,20.00413565,20.41451978,131.8568457,0.515009248,0.514485915,0,0,0,0,0,0,0,0,8165056.614,6750000
 04/18  23:00:00,11.625,0.975,0,0,0,0,0,0,0,0,0,0,19.96639572,20.44642287,271.9581844,19.64981218,20.07042391,146.2197941,0.514616353,0.514095745,0,0,0,0,0,0,0,0,0,0
 04/18  24:00:00,10.75,0,0,0,0,0,0,0,0,0,0,0,19.69427618,20.1775862,267.3234873,19.36109269,19.78368937,141.3579552,0.515753945,0.515198381,0,0,0,0,0,0,0,0,0,0
 04/19  01:00:00,8.75,0,0,0,0,0,0,0,0,0,0,0,19.16491266,19.71343147,316.190475,18.80799406,19.28888729,168.3491389,0.518471793,0.517867847,0,0,0,0,0,0,0,0,0,0
 04/19  02:00:00,8,0,0,0,0,0,0,0,0,0,0,0,18.75698581,19.33769902,347.887249,18.39079412,18.89957338,186.6299328,0.519125639,0.518502164,0,0,0,0,0,0,0,0,0,0
 04/19  03:00:00,7.375,0.9375,0,0,0,0,0,0,0,0,0,0,18.45788986,19.04563639,350.6727628,18.07256104,18.58883278,186.688821,0.519752685,0.519092834,0,0,0,0,0,0,0,0,0,0
 04/19  04:00:00,7.625,2.1875,0,0,0,0,0,0,0,0,0,0,18.20921625,18.79442328,353.6659508,17.81301044,18.32800047,189.3910251,0.518875833,0.518196612,0,0,0,0,0,0,0,0,0,0
 04/19  05:00:00,8.625,3.5375,0,0,0,0,0,0,0,0,0,0,18.17331813,18.71745198,321.5567299,17.77662078,18.25559252,171.5495614,0.516972055,0.516293981,0,0,0,0,0,0,0,0,0,0
 04/19  06:00:00,9,3.475,0,0,0,0,0,0,0,0,87374.27592,127651.4204,21.15479694,20.47210256,-481.7708282,17.87641245,18.35450307,175.8799215,0.521571095,0.515832895,0,0,0,3220374.6,0,0,0,56508.42723,0,0
 04/19  07:00:00,10.25,3.1,0,0,0,0,0,0,0,0,545283.6268,803795.319,21.00000309,20.60099588,-273.6858453,18.32001904,18.77011792,172.4415426,0.518906188,0.514274845,0,0,0,2263339.458,0,0,0,556955.9352,0,0
 04/19  08:00:00,11.625,2.475,0,0,0,0,0,0,0,0,1125959.977,1628674.296,21,20.77522733,-156.7962876,18.96159023,19.37317379,160.0542702,0.51640689,0.512923512,0,0,0,1691954.84,0,0,0,1329012.603,0,0
 04/19  09:00:00,12.625,2.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1587030.139,2311168.067,23.23551699,22.37104623,-560.3084917,19.68833885,20.1090081,175.2532639,0.518807764,0.512680781,2044136.863,0,0.778185216,0,64948.77907,0,0,1919775.355,0,0
 04/19  10:00:00,14.25,2.525,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1902601.828,2723328.832,23.99999681,23.08182865,-645.7004908,20.53798288,20.87033533,141.5662927,0.516885568,0.511005593,2019181.457,0,0.775302021,0,1193213.52,0,0,2781081.238,0,0
 04/19  11:00:00,15.625,2.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2261976.629,3073661.083,24,23.2953897,-456.1080886,21.22393983,21.51149045,123.9206619,0.514401116,0.509740557,1841651.586,0,0.771575469,0,2227308.37,0,0,3109713.88,0,0
 04/19  12:00:00,16,2.9125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2411736.27,3207195.546,23.62443439,23.24811808,-233.5852418,21.65079649,21.93281087,118.4876991,0.513294407,0.509984097,1892665.471,0,1.536124902,45595.59662,2268841.984,0,0,3384978.548,0,0
 04/19  13:00:00,16.625,4.0375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2115570.188,4770522.063,23.38237392,23.25916927,-108.7376045,22.31992079,22.69557624,184.7682137,0.511686006,0.509950558,2345969.863,0,3.304936742,751035.4779,2341358.621,0,0,3666725.006,5928828.532,0
 04/19  14:00:00,17.625,4.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1793546.4,5077728.199,23.88671998,23.59793206,-168.5996897,23.44204098,23.65111664,130.6583752,0.510891629,0.510182904,1350303.679,0,0.766311418,0,3332549.823,0,0,3439596.145,8471879.189,0
 04/19  15:00:00,18,5.4125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1766105.635,2461360.404,23.99999987,23.63523927,-198.3476261,22.65555753,22.85930781,68.28852252,0.510208306,0.5080012,1390301.015,0,0.765286468,0,3877209.948,0,0,2940691.543,22440583.46,20250000
 04/19  16:00:00,18,5.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1660186.669,2204970.376,24,23.64164778,-195.7402629,22.49222769,22.72525736,80.79199599,0.510200147,0.507727536,1418575.599,0,0.76527423,0,3887850.843,0,0,2307430.806,23122498.58,27000000
 04/19  17:00:00,17.375,6.4125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1403653.169,1831326.932,23.73276984,23.47137357,-155.5152491,22.31168136,22.54335133,73.13710946,0.510939786,0.508601562,1744499.531,0,1.530669266,0,3021337.97,0,0,1540591.854,35682787.47,27000000
 04/19  18:00:00,15.125,6.8875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,10488202.21,5358277.774,23.87149392,24.68953262,450.5728877,22.95395418,23.51651888,292.5847681,0.515316392,0.513809795,2337309.197,0,1.870316678,151519.7434,5090798.934,0,0,732476.1965,42940777.22,27000000
 04/19  19:00:00,14,5.3875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,3798153.241,4308152.556,23.62232366,23.76599535,81.78024786,24.06560096,24.20773687,93.66809505,0.516914754,0.517754182,2470915.983,0,2.055898284,1127405.505,2971293.734,0,0,68528.97386,22464118.42,20250000
 04/19  20:00:00,13.375,4.2875,0,0,0,0,0,0,0,0,0,0,22.15838234,22.51382107,170.4303103,21.5911659,21.91423847,87.62444897,0.515522876,0.514577018,0,0,0,0,0,0,0,0,8591203.448,0
 04/19  21:00:00,13,3.7875,0,0,0,0,0,0,0,0,0,0,21.30801376,21.75485966,244.9535245,20.83458356,21.22797849,127.5409891,0.514541993,0.513756191,0,0,0,0,0,0,0,0,0,0
 04/19  22:00:00,13,4.225,0,0,0,0,0,0,0,0,0,0,20.9068602,21.34541092,238.4405332,20.44796795,20.83471341,124.8779912,0.51384518,0.513078013,0,0,0,0,0,0,0,0,6244195.715,0
 04/19  23:00:00,13,3.975,0,0,0,0,0,0,0,0,0,0,20.59320188,21.02654655,235.4671524,20.15592281,20.53709108,123.8952832,0.513314203,0.512580824,0,0,0,0,0,0,0,0,2860481.913,0
 04/19  24:00:00,13,3.2875,0,0,0,0,0,0,0,0,0,0,20.3614563,20.788307,231.2927479,19.94816856,20.3216025,121.9427802,0.512875358,0.512181577,0,0,0,0,0,0,0,0,0,0
 04/20  01:00:00,13,3.4125,0,0,0,0,0,0,0,0,0,0,20.17003685,20.59008339,226.7466947,19.77791389,20.1437318,119.7125808,0.512549912,0.511891664,0,0,0,0,0,0,0,0,0,0
 04/20  02:00:00,12.375,3.2875,0,0,0,0,0,0,0,0,0,0,19.9385307,20.36920381,232.1609646,19.56133411,19.93541582,122.7193817,0.51327563,0.512641267,0,0,0,0,0,0,0,0,0,0
 04/20  03:00:00,12,3.4125,0,0,0,0,0,0,0,0,0,0,19.68781402,20.1324102,243.9946079,19.31683379,19.70242316,128.7105146,0.513498924,0.512874137,0,0,0,0,0,0,0,0,0,0
 04/20  04:00:00,11.375,2.2875,0,0,0,0,0,0,0,0,0,0,19.45791931,19.91510456,251.3976846,19.08616401,19.48435861,133.6275077,0.514178409,0.513550664,0,0,0,0,0,0,0,0,0,0
 04/20  05:00:00,10.375,0.5625,0,0,0,0,0,0,0,0,0,0,19.16050659,19.64762879,273.5834846,18.79598667,19.21878813,144.9876644,0.515429975,0.514812656,0,0,0,0,0,0,0,0,0,0
 04/20  06:00:00,10,0,0,0,0,0,0,0,0,0,96350.94219,143960.1337,21.11753276,20.73358836,-270.6116967,18.66353314,19.11368124,163.8702914,0.519677898,0.515387376,0,0,0,2308767.12,0,0,0,64530.69543,0,0
 04/20  07:00:00,11.875,0,0,0,0,0,0,0,0,0,603094.1717,882979.8351,21.00000122,20.81927919,-134.7516553,19.11023446,19.52810831,161.7741098,0.516012125,0.512750687,0,0,0,1563563.541,0,0,0,593101.5724,0,0
 04/20  08:00:00,13.625,0.9375,0,0,0,0,0,0,0,0,1069999.162,1474449.022,21,20.98283411,-56.7686521,19.75351719,20.10290518,129.9304202,0.512866233,0.510745119,0,0,0,1083610.624,0,0,0,1380336.396,0,0
 04/20  09:00:00,14,2.1875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1473029.463,1951075.713,23.53126455,22.71056101,-539.1714394,20.25341639,20.62983847,147.7081888,0.516824113,0.511177301,1790821.825,0,0.775209842,0,333223.3823,0,0,2142603.173,0,0
 04/20  10:00:00,14.625,3.225,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1670393.963,2303124.739,23.99999902,23.17091425,-567.0197964,20.78959074,21.11515796,129.4333608,0.516184638,0.51071761,2035451.724,0,0.774250662,0,1538809.039,0,0,2883064.396,0,0
 04/20  11:00:00,15.625,3.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1795958.591,2182831.749,24,23.3114664,-445.4369494,21.15036001,21.43972598,112.5836338,0.514382211,0.509563472,1903097.331,0,0.771547113,0,2273001.964,0,0,3443195.123,0,0
 04/20  12:00:00,17.25,4.225,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1867280.011,2179544.349,23.65161675,23.26634678,-236.3358634,21.55114306,21.80984398,102.4275981,0.511132616,0.507597688,1692967.494,0,1.531951577,0,2679002.537,0,0,3730516.496,6141995.684,0
 04/20  13:00:00,18.625,5.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1738331.86,4121016.683,24,23.60989734,-223.4610621,22.46698987,22.7912813,157.6451764,0.509144263,0.506610188,1640688.808,0,0.763690457,0,3968798.165,0,0,3722525.686,24435745.54,27000000
 04/20  14:00:00,19,6.2,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1779530.444,5080041.826,23.60311875,23.57937986,-51.70106817,23.74776931,23.91877657,115.9934687,0.508059859,0.508309608,1758877.905,0,2.657752972,0,3056194.482,0,0,3456717.433,32456494.73,27000000
 04/20  15:00:00,18.375,6.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1809387.097,2530601.427,23.99999546,23.69189264,-163.6099206,22.78479937,22.96812351,59.90009908,0.50958719,0.507575557,1195308.073,0,0.764354825,0,4112339.989,0,0,2947592.627,37130607.1,27000000
 04/20  16:00:00,18.375,6.2,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1771367.664,2463056.865,24,23.72380548,-146.7119343,22.72025242,22.95058694,82.84206874,0.509547642,0.507455049,1332650.687,0,0.764295505,0,4183083.905,0,0,2236777.748,32513954.74,27000000
 04/20  17:00:00,18.85,5.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1286915.828,1872232.757,24,23.68893991,-162.3629937,22.66604478,22.85972862,62.89030383,0.508714522,0.506546895,1260941.396,0,0.763045868,0,4268944.522,0,0,1351745.857,21583616.1,27000000
 04/20  18:00:00,18.375,4.475,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,9169863.501,4824927.718,23.8563066,24.70540081,447.2851467,23.48320907,23.95822125,242.802986,0.509645937,0.509073663,1478783.264,0,1.525549323,0,5539129.79,0,0,684132.2412,10024504.13,0
