Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),LOWER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),UPPER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),LOWER_ZONE:Zone People Number Of Occupants [](Hourly),LOWER_ZONE:Zone People Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Lights Electric Consumption [J](Hourly),LOWER_ZONE:Zone Lights Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Electric Equipment Electric Consumption [J](Hourly),LOWER_ZONE:Zone Electric Equipment Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Transmitted Solar Energy[J](Hourly),UPPER_ZONE:Zone Transmitted Solar Energy[J](Hourly),LOWER_ZONE:Zone Mean Air Temperature [C](Hourly),LOWER_ZONE:Zone Operative Temperature [C](Hourly),LOWER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),UPPER_ZONE:Zone Mean Air Temperature [C](Hourly),UPPER_ZONE:Zone Operative Temperature [C](Hourly),UPPER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),LOWER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),UPPER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Loss [J](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Ventilation Air Change Rate [ach](Hourly),LOWER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),LOWER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),PV_SURFACE:PV Generator DC Energy [J](Hourly),WT1:Wind Turbine Electric Energy Produced [J](Hourly),WT2:Wind Turbine Electric Energy Produced [J](Hourly) 
 04/12  20:00:00,16.375,5.1,0,0,0,0,0,0,0,0,0,0,22.51277411,22.49765737,-40.00254423,21.41237182,21.59391222,37.99400513,0.510966181,0.509218869,0,0,0,0,0,0,0,0,18596190.82,13500000
 04/12  21:00:00,14.75,7.575,0,0,0,0,0,0,0,0,0,0,21.20762247,21.54910718,165.9527951,20.70656927,21.00396185,84.29635686,0.511377723,0.510641199,0,0,0,0,0,0,0,0,50370362.51,27000000
 04/12  22:00:00,14,5.2,0,0,0,0,0,0,0,0,0,0,20.45494726,20.81545807,155.0273799,19.84379178,20.18195979,72.62434502,0.511357342,0.510394995,0,0,0,0,0,0,0,0,22326904.23,13500000
 04/12  23:00:00,14,3.1,0,0,0,0,0,0,0,0,0,0,20.01934636,20.40767564,178.461356,19.4128518,19.77771515,87.39137166,0.510453917,0.50947376,0,0,0,0,0,0,0,0,0,0
 04/12  24:00:00,14,2.475,0,0,0,0,0,0,0,0,0,0,19.80753299,20.20996335,199.9526621,19.23811358,19.6139512,108.4794165,0.510114785,0.509178575,0,0,0,0,0,0,0,0,0,0
 04/13  01:00:00,15.25,3.0375,0,0,0,0,0,0,0,0,0,0,19.81519611,20.13547627,138.6612475,19.27225767,19.56706645,62.32658709,0.50793362,0.507035158,0,0,0,0,0,0,0,0,0,0
 04/13  02:00:00,15.375,3.6,0,0,0,0,0,0,0,0,0,0,19.7449133,20.07069201,146.2728694,19.21276213,19.51806368,77.23721863,0.507583291,0.506696581,0,0,0,0,0,0,0,0,0,0
 04/13  03:00:00,15.625,4.225,0,0,0,0,0,0,0,0,0,0,19.99551789,20.3036417,158.3704629,19.62101041,19.87932314,82.60656144,0.507536171,0.506918784,0,0,0,0,0,0,0,0,6166189.221,0
 04/13  04:00:00,15.375,5.9125,0,0,0,0,0,0,0,0,0,0,19.56843658,19.84504044,96.0508819,19.01630823,19.2813443,38.54576246,0.507360072,0.506431175,0,0,0,0,0,0,0,0,28966130.65,27000000
 04/13  05:00:00,15,6.075,0,0,0,0,0,0,0,0,0,0,19.32438987,19.66267733,153.9894584,18.79980759,19.11945244,82.36621761,0.507477608,0.506594297,0,0,0,0,0,0,0,0,30963936.49,27000000
 04/13  06:00:00,14.375,5.325,0,0,0,0,0,0,0,0,74066.55347,106935.2309,21.16001616,20.82125386,-206.9971382,19.16976356,19.4859282,105.0695952,0.511972958,0.508526615,0,0,0,1636507.964,0,0,0,47723.46865,20901011.03,27000000
 04/13  07:00:00,14.625,4.7875,0,0,0,0,0,0,0,0,530904.1235,776006.739,21,20.88087499,-90.92793533,19.49312973,19.80508679,108.7323979,0.511081196,0.508471871,0,0,0,1053269.122,0,0,0,549450.7235,15172624.38,6750000
 04/13  08:00:00,15.625,4.2875,0,0,0,0,0,0,0,0,977753.3226,1478959.599,21,21.03947752,-21.24457615,20.07687355,20.35525777,99.36235103,0.509315649,0.507724574,0,0,0,711119.6687,0,0,0,1098669.996,8502613.112,0
 04/13  09:00:00,16.625,4.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1007951.341,1666337.885,23.675946,22.80430591,-556.7857631,20.59414708,20.86744037,103.9770798,0.512352292,0.507076158,1337759.709,0,0.768502338,0,1326042.793,0,0,1021918.361,0,0
 04/13  10:00:00,16.375,4.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1787346.516,2829972.623,24,23.23709266,-500.3590611,21.35255174,21.61480106,106.9878753,0.51312654,0.508652393,1491396.897,0,0.76966367,0,2285892.946,0,0,2088317.475,0,0
 04/13  11:00:00,17.25,4.4125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2114157.372,3096089.095,23.80314245,23.32536391,-295.2922141,21.85553424,22.1118425,109.6936839,0.511346675,0.508079211,1612681.622,0,1.529727622,0,2578094.56,0,0,2590188.86,11770259.26,0
 04/13  12:00:00,17.375,6.225,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2060594.665,3162097.421,23.9997785,23.52237698,-277.342054,22.20131285,22.44763251,97.17306375,0.511417195,0.508397648,1436947.353,0,0.767099739,0,3471572.403,0,0,2358202.892,33054130.92,27000000
 04/13  13:00:00,17,6.575,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2284878.266,5088932.646,23.38157735,23.39049061,-68.57393196,22.81491835,23.19459982,180.6181775,0.511092561,0.510182957,1708830.56,0,3.304968451,807735.2743,2690652.209,0,0,3431744.96,38043693.95,27000000
 04/13  14:00:00,17.625,7.1375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1950444.27,5219095.066,23.8908815,23.69592363,-126.9024625,23.74310136,23.97825877,128.380148,0.510941628,0.510741541,1371565.846,0,0.766386413,0,3497358.057,0,0,3320228.621,45546454.95,27000000
 04/13  15:00:00,17.375,7.3875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1925161.212,2770173.105,23.99999981,23.72405836,-155.0341407,23.03596483,23.30332804,88.96943957,0.51129631,0.509725815,1533472.582,0,0.766918418,0,3853979.256,0,0,2797636.257,48995659.32,27000000
 04/13  16:00:00,17,6.8875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1616405.927,2432532.789,24,23.69661783,-169.2805689,22.80331968,23.0846933,95.77402607,0.511957822,0.509999364,1595906.497,0,0.767910653,0,3692820.368,0,0,1902811.423,42548859.22,27000000
 04/13  17:00:00,16.375,6.075,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,905715.5135,1507445.855,23.63722086,23.40454198,-149.3075854,22.36253955,22.63643717,84.70624074,0.512670503,0.510552695,1862352.431,0,1.534893935,0,2421833.101,0,0,927296.4689,30839726.47,27000000
 04/13  18:00:00,15.375,6.95,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2687397.024,1779832.105,23.99999957,23.77971995,-153.3365355,22.0955383,22.47056449,136.8553735,0.51481874,0.511623241,1972852.413,0,0.772201884,0,3548106.232,0,0,451039.0342,43282964.28,27000000
 04/13  19:00:00,14.375,6.075,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,535097.1686,631715.5182,23.11504745,22.92963116,-131.7209008,21.70250055,21.95226296,69.83189719,0.515320243,0.512921292,2615545.844,0,4.618032046,4404315.856,1340551.23,0,0,42746.96717,31437483.29,27000000
 04/13  20:00:00,14,4.475,0,0,0,0,0,0,0,0,0,0,21.95052237,22.10827006,42.46492748,20.97039025,21.30297264,102.3248487,0.514107486,0.512430141,0,0,0,0,0,0,0,0,10162496.69,0
 04/13  21:00:00,14,4.725,0,0,0,0,0,0,0,0,0,0,20.89765522,21.30892283,219.9835647,20.58509229,20.93375554,111.3002046,0.512018634,0.5115031,0,0,0,0,0,0,0,0,14745740.93,6750000
 04/13  22:00:00,14,4.1625,0,0,0,0,0,0,0,0,0,0,20.69571425,21.08810537,206.3546671,20.36790748,20.71103884,110.7662663,0.5116631,0.511119408,0,0,0,0,0,0,0,0,6494783.046,0
 04/13  23:00:00,14,4.225,0,0,0,0,0,0,0,0,0,0,20.49486052,20.88085919,201.4293612,20.18927003,20.52424956,106.439302,0.511311093,0.510805106,0,0,0,0,0,0,0,0,6212840.466,0
 04/13  24:00:00,13.375,4.9125,0,0,0,0,0,0,0,0,0,0,20.23760406,20.63352523,204.7627739,19.91715537,20.26323861,107.3228485,0.511943998,0.511410445,0,0,0,0,0,0,0,0,16485401.72,13500000
 04/14  01:00:00,13,5.475,0,0,0,0,0,0,0,0,0,0,19.97220959,20.38480108,218.5934489,19.64276307,20.004981,115.6505015,0.512147074,0.51159676,0,0,0,0,0,0,0,0,22864728.83,27000000
 04/14  02:00:00,13,4.7,0,0,0,0,0,0,0,0,0,0,19.8285199,20.23777846,217.8871802,19.50930367,19.86767487,116.3481034,0.511880137,0.511347484,0,0,0,0,0,0,0,0,12426277.56,6750000
 04/14  03:00:00,13,3.7875,0,0,0,0,0,0,0,0,0,0,19.71127243,20.11348413,212.6818455,19.40147234,19.75179307,112.4252257,0.511680895,0.511164544,0,0,0,0,0,0,0,0,0,0
 04/14  04:00:00,13,4.5375,0,0,0,0,0,0,0,0,0,0,19.58199786,19.9802603,209.3239138,19.26785673,19.61593549,110.8389727,0.511413767,0.510889777,0,0,0,0,0,0,0,0,11151431.98,6750000
 04/14  05:00:00,12.9375,5.6,0,0,0,0,0,0,0,0,0,0,19.46743003,19.86372322,207.9501346,19.15535288,19.50149862,110.1536061,0.511386242,0.510865625,0,0,0,0,0,0,0,0,24552432.37,27000000
 04/14  06:00:00,12.9625,6.4,0,0,0,0,0,0,0,0,66279.57152,104768.5139,21.10968254,20.80074807,-205.1517615,19.14882665,19.5045146,118.0423017,0.514389399,0.51100273,0,0,0,1733203.037,0,0,0,49184.65885,36065331.78,27000000
 04/14  07:00:00,12.375,4.7625,0,0,0,0,0,0,0,0,463448.2363,715285.5069,21.00000056,20.85098933,-121.8674131,19.29736341,19.67787124,132.6035019,0.515131825,0.512197158,0,0,0,1447073.851,0,0,0,451360.7326,14891193.66,13500000
 04/14  08:00:00,13.25,4.225,0,0,0,0,0,0,0,0,1063284.115,1523340.335,21,20.99713772,-56.97489918,19.72740309,20.10203664,141.7286951,0.513556263,0.511377407,0,0,0,1124104.679,0,0,0,1310908.603,6218332.78,0
 04/14  09:00:00,13.375,4.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1515067.821,2044946.803,23.49794239,22.69860922,-533.4557777,20.24451899,20.64290989,155.9840296,0.517898852,0.512276129,1904908.806,0,0.776821894,0,167551.8856,0,0,2101465.882,8571966.851,0
 04/14  10:00:00,14.25,3.7875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1831678.059,2742034.407,23.99999976,23.20091201,-539.154111,20.96098758,21.30894416,146.7470063,0.51687624,0.511694269,2034820.42,0,0.775288029,0,1546092.576,0,0,2383969.567,0,0
 04/14  11:00:00,15,2.6625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1374627.405,2282372.909,23.67379176,23.1078274,-373.9131181,21.24904827,21.54579079,113.7125347,0.515038186,0.51092927,2353544.232,0,1.625399977,373292.8411,1541873.686,0,0,1370958.801,0,0
 04/14  12:00:00,14.375,2.725,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1325186.606,2233944.852,23.95469039,23.29841723,-428.84909,21.23053069,21.57434824,132.0149935,0.516628715,0.511977977,2086843.662,0,0.774916755,0,2040457.021,0,0,1328395.486,0,0
 04/14  13:00:00,15.25,4.0375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2105380.807,4645046.625,24,23.56752952,-267.002105,22.11891383,22.55878658,204.7840859,0.51526216,0.512090101,1946551.924,0,0.772866992,0,2814975.905,0,0,2501272.102,5947404.831,0
 04/14  14:00:00,16.625,5.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2069085.56,5253777.103,23.63704246,23.55957733,-90.42539822,23.33679188,23.63955505,158.1174524,0.512236586,0.511801985,1704012.911,0,1.534108137,0,3017612.505,0,0,3320621.383,20490268.13,20250000
 04/14  15:00:00,16.375,4.3875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1734676.078,2414261.442,24,23.64034082,-202.5837334,22.51174303,22.77813141,89.7495911,0.513058424,0.510610735,1723266.302,0,0.7695615,0,3379380.728,0,0,2930455.924,10616521.81,6750000
 04/14  16:00:00,16.625,5.225,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1700334.281,2293760.066,23.69319188,23.50841993,-122.3333028,22.37350467,22.67712295,110.9819265,0.512315877,0.510134544,1733622.91,0,1.533343906,0,2689608.866,0,0,2268023.137,20695221.56,13500000
 04/14  17:00:00,15.75,6.825,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1308646.878,1767129.107,23.99999903,23.59707698,-237.4997155,22.135137,22.43146156,95.48498274,0.514198852,0.511100406,1736956,0,0.771272084,0,3333883.553,0,0,1433105.863,41835327.55,27000000
 04/14  18:00:00,14.375,6.575,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,9537096.109,4891460.536,23.67105181,24.49189555,453.3420149,22.72474953,23.32100939,301.7229356,0.516269967,0.514736147,2277623.65,0,2.057014331,773900.8379,3927877.706,0,0,711865.8545,38449157.54,27000000
 04/14  19:00:00,13.375,5.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,3088863.668,3508708.011,23.97431578,24.0588173,46.55518504,23.73865089,23.89103086,86.41717331,0.518788545,0.518451808,2122757.415,0,0.778156389,0,3161067.54,0,0,60332.45585,23454688.26,27000000
 04/14  20:00:00,13,4.1625,0,0,0,0,0,0,0,0,0,0,22.32302981,22.59386335,108.7154218,21.56263074,21.90117201,96.42374767,0.516454966,0.515206246,0,0,0,0,0,0,0,0,6522765.145,0
 04/14  21:00:00,13,3.6,0,0,0,0,0,0,0,0,0,0,21.39847926,21.84451129,237.7694585,20.93904533,21.33632213,129.8019297,0.514630671,0.513901457,0,0,0,0,0,0,0,0,0,0
 04/14  22:00:00,13,4.225,0,0,0,0,0,0,0,0,0,0,20.99535917,21.43748964,241.6511671,20.58248825,20.97091423,127.7150167,0.513943676,0.51327602,0,0,0,0,0,0,0,0,6239603.454,0
 04/14  23:00:00,13,4.9125,0,0,0,0,0,0,0,0,0,0,20.70103473,21.13795871,238.2098044,20.31184602,20.69467269,126.3952564,0.513409895,0.512772015,0,0,0,0,0,0,0,0,16518213.25,13500000
 04/14  24:00:00,13,4.1625,0,0,0,0,0,0,0,0,0,0,20.47475105,20.90538215,233.8558362,20.10601107,20.48181608,123.9063716,0.513017643,0.512408523,0,0,0,0,0,0,0,0,6527616.426,0
 04/15  01:00:00,13,3.9125,0,0,0,0,0,0,0,0,0,0,20.28148061,20.70525915,228.6390612,19.92276173,20.29238805,120.9464351,0.512696778,0.512100984,0,0,0,0,0,0,0,0,0,0
 04/15  02:00:00,13,3.475,0,0,0,0,0,0,0,0,0,0,20.12469175,20.54455928,226.8173894,19.78479663,20.15003996,121.1561478,0.512462946,0.511897515,0,0,0,0,0,0,0,0,0,0
 04/15  03:00:00,13,3.1,0,0,0,0,0,0,0,0,0,0,19.99808521,20.41148191,222.4021716,19.67846477,20.0357716,118.2623555,0.512250751,0.511719263,0,0,0,0,0,0,0,0,0,0
 04/15  04:00:00,13,3.1,0,0,0,0,0,0,0,0,0,0,19.87278048,20.28170048,219.1150991,19.56150517,19.9147846,116.5642856,0.512022004,0.511504216,0,0,0,0,0,0,0,0,0,0
 04/15  05:00:00,13,3.725,0,0,0,0,0,0,0,0,0,0,19.75472529,20.1589997,215.2796708,19.44721274,19.79669937,114.2056622,0.51184553,0.511333752,0,0,0,0,0,0,0,0,0,0
 04/15  06:00:00,13,4.4125,0,0,0,0,0,0,0,0,59911.16684,99335.57089,21.09060949,20.90358191,-140.9451301,19.40574876,19.76303721,119.645796,0.514240164,0.511325032,0,0,0,1486695.572,0,0,0,49549.9564,11967869.15,0
 04/15  07:00:00,12.375,4.9125,0,0,0,0,0,0,0,0,348485.7156,582924.4101,21.00000036,20.89807427,-103.8467044,19.45414983,19.8317583,129.1980299,0.515123295,0.51244837,0,0,0,1387243.756,0,0,0,325321.2822,16537787.03,13500000
 04/15  08:00:00,12,4.475,0,0,0,0,0,0,0,0,614596.1741,1068216.31,21,20.94977356,-83.71610559,19.52973171,19.93884025,149.2598939,0.51580685,0.513260197,0,0,0,1375309.029,0,0,0,627662.3295,10228463.51,0
 04/15  09:00:00,12.625,4.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1265002.799,2066579.566,23.60472428,22.73536278,-584.9681484,20.21039752,20.63083329,170.205792,0.519354701,0.513475956,2159101.777,0,0.779005594,0,471395.097,0,0,1324275.164,0,0
 04/15  10:00:00,13.625,3.475,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1383938.274,2362552.09,24,23.16857406,-571.4691639,20.8071412,21.17097323,146.5974612,0.517983698,0.51252013,2214460.765,0,0.77694916,0,1212884.75,0,0,1395073.669,0,0
 04/15  11:00:00,14.625,3.725,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1360171.12,2349377.275,23.63272015,23.09444501,-359.5598317,21.11848555,21.46343421,136.4335066,0.515711843,0.511409384,2405072.796,0,1.627983061,550213.0304,1656481.282,0,0,1366185.902,0,0
 04/15  12:00:00,15.625,3.475,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1692009.76,2812699.103,23.99999999,23.43432642,-348.3891189,21.68663143,21.99254767,124.3708308,0.514331105,0.510409189,2071278.831,0,0.771470457,0,2622297.493,0,0,1750809.127,0,0
 04/15  13:00:00,16,3.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1145387.807,2128004.179,24,23.43808319,-341.7860981,21.75172664,22.03360103,104.0935071,0.513714747,0.509916977,1822072.595,0,0.77054595,0,2774514.819,0,0,1117388.634,0,0
 04/15  14:00:00,15.375,5.6625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1142809.977,2156454.3,23.63722722,23.27202366,-237.0689335,21.7240536,22.02991276,110.1108651,0.514441991,0.511209367,1860000.872,0,1.538775078,152038.6355,2187666.061,0,0,1141783.675,27030595.55,20250000
 04/15  15:00:00,15.625,6.575,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1264980.734,2215467.106,24,23.50090007,-303.428238,21.80697675,22.11985458,117.4035461,0.514419392,0.510749609,1760209.66,0,0.771602882,0,2743046.828,0,0,1277050.029,38323780.73,27000000
 04/15  16:00:00,14.75,5.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,708711.8581,1283756.846,23.64518138,23.23608985,-268.6003734,21.50351635,21.792755,93.08203283,0.515523354,0.511902087,2288654.652,0,1.627111148,483203.6518,1702308.932,0,0,711289.4572,23369005.15,27000000
 04/15  17:00:00,14.625,4.7875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,423130.2216,739171.3981,23.99999387,23.3663579,-413.4435143,21.10217889,21.43783152,117.1138252,0.516172004,0.51125285,2063962.25,0,0.774231711,0,2364918.97,0,0,409820.3978,15222446.65,6750000
 04/15  18:00:00,14.375,4.6,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,4395295.639,2616995.996,23.38098159,23.60068383,11.60216752,21.60549272,22.07054771,201.9609194,0.515692912,0.512702958,2612934.406,0,3.339066414,2729868.544,2299162.025,0,0,525661.186,13479249.62,0
 04/15  19:00:00,14,5.2875,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1246087.233,1438827.978,23.88126568,23.49055978,-246.2934753,21.81304931,22.03405273,76.65274606,0.517412721,0.513869257,1977486.849,0,0.776092723,0,2085247.931,0,0,55140.97011,20706066.74,20250000
 04/15  20:00:00,14,6.325,0,0,0,0,0,0,0,0,0,0,22.02038967,22.15594005,35.5724895,20.7025802,20.99442886,84.87616534,0.514141921,0.511906239,0,0,0,0,0,0,0,0,34868838.57,27000000
 04/15  21:00:00,13.375,5.075,0,0,0,0,0,0,0,0,0,0,20.98519309,21.38821006,207.6378129,20.24807201,20.6007078,112.2570344,0.513242187,0.512013409,0,0,0,0,0,0,0,0,16875672.14,13500000
 04/15  22:00:00,13.625,4.725,0,0,0,0,0,0,0,0,0,0,20.65762567,21.06567728,223.3120679,20.03962783,20.38923953,116.1357993,0.512268679,0.511235214,0,0,0,0,0,0,0,0,14789523.69,6750000
 04/15  23:00:00,14,5.475,0,0,0,0,0,0,0,0,0,0,20.52029357,20.90104892,201.2937896,19.96167238,20.28738385,103.5212629,0.511340164,0.510403749,0,0,0,0,0,0,0,0,22814788.72,27000000
 04/15  24:00:00,14,4.3875,0,0,0,0,0,0,0,0,0,0,20.35231062,20.73066022,199.6905967,19.84228386,20.1654853,103.7044661,0.511036191,0.510179741,0,0,0,0,0,0,0,0,10723021.87,6750000
 04/16  01:00:00,14,4.225,0,0,0,0,0,0,0,0,0,0,20.2142319,20.58649937,194.4721812,19.74079131,20.05818664,100.4768809,0.510805375,0.510009815,0,0,0,0,0,0,0,0,6227713.803,0
 04/16  02:00:00,14,6.225,0,0,0,0,0,0,0,0,0,0,20.07286869,20.44058893,190.2617786,19.6185857,19.93354467,98.19916793,0.510564906,0.509801015,0,0,0,0,0,0,0,0,33540699.67,27000000
 04/16  03:00:00,14,6.575,0,0,0,0,0,0,0,0,0,0,19.95226649,20.31741592,188.4940169,19.5169857,19.83056958,97.89739675,0.510389788,0.509657934,0,0,0,0,0,0,0,0,38546041.39,27000000
 04/16  04:00:00,13.375,6.2,0,0,0,0,0,0,0,0,0,0,19.77811375,20.15451442,193.2502469,19.35282786,19.67690468,99.81340769,0.511206318,0.510489758,0,0,0,0,0,0,0,0,33056267.65,27000000
 04/16  05:00:00,13,6.2,0,0,0,0,0,0,0,0,0,0,19.5673682,19.96152693,207.2124051,19.1460224,19.48688645,107.8084712,0.511464708,0.510753807,0,0,0,0,0,0,0,0,33114688.42,27000000
 04/16  06:00:00,13,5.8875,0,0,0,0,0,0,0,0,68622.27497,114014.6007,21.10149556,20.82307466,-189.3659221,19.12202114,19.47341084,115.5684231,0.514169188,0.510752188,0,0,0,1664961.522,0,0,0,59038.63728,28456218.83,27000000
 04/16  07:00:00,13,5.7,0,0,0,0,0,0,0,0,381907.7809,619100.5838,21.00000052,20.84813232,-120.5673689,19.30247692,19.65650926,120.3511818,0.513927567,0.511018501,0,0,0,1365073.249,0,0,0,347516.4145,25774353.52,27000000
 04/16  08:00:00,13.625,7.575,0,0,0,0,0,0,0,0,371478.8133,672046.411,21,20.87475075,-106.9826826,19.40955922,19.74596062,113.3057467,0.512852163,0.510142103,0,0,0,1256497.627,0,0,0,371294.7461,50761736.93,27000000
 04/16  09:00:00,14.625,7.7625,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,711831.5473,1288243.536,23.51588913,22.59959071,-605.3628776,19.92127824,20.28734338,139.4736597,0.515659742,0.509483487,1658536.99,0,0.773463344,0,302649.1299,0,0,725162.1431,53635560.21,27000000
 04/16  10:00:00,15.625,7.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,967165.5315,1738087.222,23.999999,23.1002114,-625.183523,20.64320168,20.91960354,106.5018433,0.514453943,0.508771917,1635255.981,0,0.771654706,0,1657975.819,0,0,993051.4087,50860773.67,27000000
 04/16  11:00:00,16,8.0125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,822229.848,1472097.489,24,23.16933386,-563.7585089,20.80549975,21.06529241,91.88309171,0.513757315,0.508387489,1668762.462,0,0.7706098,0,1981690.786,0,0,813998.0579,56235192.64,27000000
 04/16  12:00:00,17.25,8.5125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1018213.698,1813336.905,23.63724107,23.10875927,-336.7788266,21.21954035,21.47102013,97.22074787,0.51115575,0.507115391,1470021.832,0,1.531928477,0,2372049.635,0,0,1008274.137,60401549.65,27000000
 04/16  13:00:00,17.375,10.0125,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,648443.4609,1184514.404,24,23.29806227,-448.2709862,21.30213514,21.49464898,60.8235838,0.511264446,0.506773008,1634662.212,0,0.766870623,0,2799970.681,0,0,618962.6557,66954788.27,27000000
 04/16  14:00:00,16.375,10.175,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,615395.5042,1125724.948,24,23.29595015,-458.5676874,21.111883,21.36009876,81.40278486,0.513080029,0.50823101,1641325.327,0,0.769593906,0,2476626.433,0,0,589218.9506,67894376.09,27000000
 04/16  15:00:00,15.375,8.8,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,664041.9877,1201377.847,23.62014032,23.11110905,-343.1530797,21.00787997,21.2907467,95.35743658,0.514463473,0.510061388,1654593.393,0,1.538537488,104247.5077,1795601.974,0,0,646159.2238,62461496.91,27000000
 04/16  16:00:00,15,6.6375,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,471423.1056,858084.3305,23.99999997,23.28319708,-475.6944382,20.83391008,21.13208073,102.5227769,0.515549573,0.510222028,1814635.867,0,0.773298097,0,1989516.913,0,0,462043.9791,38881417.52,27000000
 04/16  17:00:00,15,5.325,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,397525.6782,722201.2206,23.67480925,23.12395646,-373.8554073,20.77915646,21.0793641,104.2595011,0.515105137,0.510210942,1979738.311,0,1.625786451,369099.0555,1559246.286,0,0,401738.6444,20859104.1,27000000
 04/16  18:00:00,14.375,5.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2251798.46,1538647.084,23.95635796,23.50832378,-292.2001353,20.9566969,21.32239617,142.662362,0.516688848,0.511591675,1920067.931,0,0.77500695,0,2551823.868,0,0,399707.2033,18309277.86,27000000
