Date/Time,SomeCategory:Some subcategory [x](Hourly),SomeCategory:Some other subcategory,SomeOtherCategory:yet another subcategory [x](Hourly)
 10/16  18:00:00,18.025,4.2875,5.20257024
 10/16  19:00:00,17.2,4.7875,2.97289728
 10/16  20:00:00,18.575,4.5125,2.97289728
 10/16  21:00:00,19.4,4.1,0.74322432
 10/16  22:00:00,19.0875,4.4125,0.74322432
 10/16  23:00:00,18.525,3.975,0.37161216
 10/16  24:00:00,17.9875,2.6625,0.37161216
 10/17  01:00:00,17.1125,0.7875,0
 10/17  02:00:00,14.575,1.625,0
 10/17  03:00:00,13.3,2.2875,0
 10/17  04:00:00,14.7375,0.7875,0
 10/17  05:00:00,12.7875,0.9375,0
 10/17  06:00:00,11.1,1.875,0
 10/17  07:00:00,11.7875,1.725,0.74322432
 10/17  08:00:00,14.6375,1.5,1.48644864
 10/17  09:00:00,17.1625,1.875,7.06063104
 10/17  10:00:00,18.4875,0.7875,7.06063104
 10/17  11:00:00,19.9625,1.625,7.06063104
 10/17  12:00:00,20.9125,2.2875,7.06063104
 10/17  13:00:00,21.7875,0.7875,3.7161216
 10/17  14:00:00,22.2,4.1875,7.06063104
 10/17  15:00:00,21.5125,6.3875,7.06063104
 10/17  16:00:00,19.725,8.45,7.06063104
 10/17  17:00:00,17.8375,7.8625,7.06063104
 10/17  18:00:00,16.8875,6.7,5.20257024
 10/17  19:00:00,15.6375,6.3875,2.97289728
 10/17  20:00:00,14.625,5.575,2.97289728
 10/17  21:00:00,13.7125,6.1375,0.74322432
 10/17  22:00:00,12.6125,5.3875,0.74322432
 10/17  23:00:00,12.2,4.2875,0.37161216
 10/17  24:00:00,11.8875,3.7875,0.37161216
 10/18  01:00:00,11.7,2.975,0
 10/18  02:00:00,11.0125,2.9125,0
 10/18  03:00:00,10.6,2.475,0
 10/18  04:00:00,10.225,1.725,0
 10/18  05:00:00,10,2.1875,0
 10/18  06:00:00,9.625,1.9125,0
 10/18  07:00:00,9.775,0.5625,0.74322432
 10/18  08:00:00,12.4375,1.3125,1.48644864
 10/18  09:00:00,14.2125,2.1,7.06063104
 10/18  10:00:00,15.15,0.7875,7.06063104
 10/18  11:00:00,15.9125,1.3125,7.06063104
 10/18  12:00:00,16.7875,0.7875,7.06063104
 10/18  13:00:00,19.325,2.875,3.7161216
 10/18  14:00:00,20.6,5.6,7.06063104
 10/18  15:00:00,19.85,6.5125,7.06063104
 10/18  16:00:00,18.025,8.0125,7.06063104
 10/18  17:00:00,15.45,8.8,7.06063104
 10/18  18:00:00,13.7125,7.8,5.20257024
 10/18  19:00:00,12.9875,6.575,2.97289728
 10/18  20:00:00,13.1125,5.8875,2.97289728
 10/18  21:00:00,12.6125,5.3875,0.74322432
 10/18  22:00:00,12.2,5.2,0.74322432
 10/18  23:00:00,11.8875,4.2,0.37161216
 10/18  24:00:00,11.325,3.2875,0.37161216
 10/19  01:00:00,11.1,3.1,0
 10/19  02:00:00,10.4125,2.475,0
 10/19  03:00:00,10,2.4125,0
 10/19  04:00:00,9.625,2.2875,0
 10/19  05:00:00,9.775,0.7875,0
 10/19  06:00:00,10.375,0,0
 10/19  07:00:00,11.2875,0,0.74322432
 10/19  08:00:00,13.075,0,1.48644864
 10/19  09:00:00,14.9625,0.9375,7.06063104
 10/19  10:00:00,15.9125,1.5,7.06063104
 10/19  11:00:00,16.7875,0.5625,7.06063104
 10/19  12:00:00,19.325,0,7.06063104
 10/19  13:00:00,22.975,1.9375,3.7161216
 10/19  14:00:00,24.4,3.4125,7.06063104
 10/19  15:00:00,25.15,3.2875,7.06063104
 10/19  16:00:00,23.475,5.975,7.06063104
 10/19  17:00:00,21.5125,6.7625,7.06063104
 10/19  18:00:00,20.4125,6.2,5.20257024
 10/19  19:00:00,20,6.5125,2.97289728
 10/19  20:00:00,18.9375,4.7625,2.97289728
 10/19  21:00:00,17.9875,2.6625,0.74322432
 10/19  22:00:00,17.8,0.7875,0.74322432
 10/19  23:00:00,16.425,2.25,0.37161216
 10/19  24:00:00,14.85,2.6625,0.37161216
 10/20  01:00:00,14.775,1.725,0
 10/20  02:00:00,13.9375,0.5625,0
 10/20  03:00:00,12.3,0.9375,0
 10/20  04:00:00,12.3875,0.5625,0
 10/20  05:00:00,12.425,0,0
 10/20  06:00:00,12.8875,0,0
 10/20  07:00:00,12.9875,0,0.74322432
 10/20  08:00:00,14.8625,0.9375,0.74322432
 10/20  09:00:00,16.7875,1.5,3.7161216
 10/20  10:00:00,18.2625,1.875,3.7161216
 10/20  11:00:00,21.65,0.7875,3.7161216
 10/20  12:00:00,23.9875,0,3.7161216
 10/20  13:00:00,25.15,0,3.7161216
 10/20  14:00:00,26.2875,0.9375,3.7161216
 10/20  15:00:00,26.325,2.1875,0.74322432
 10/20  16:00:00,25.4125,5.475,0.74322432
 10/20  17:00:00,23.9375,6.575,0.74322432
 10/20  18:00:00,21.925,6.5125,0
 10/20  19:00:00,20.7875,6.075,0
 10/20  20:00:00,20.225,4.3875,0
 10/20  21:00:00,18.9375,2.975,0
 10/20  22:00:00,18.3,1.9125,0
 10/20  23:00:00,16.925,0.5625,0
 10/20  24:00:00,15.4125,0,0
 10/21  01:00:00,15,0,0
 10/21  02:00:00,13.9375,1.3125,0
 10/21  03:00:00,13.3,0.7875,0
 10/21  04:00:00,13.9875,0,0
 10/21  05:00:00,13.4,0.9375,0
 10/21  06:00:00,12.8,1.5,0
 10/21  07:00:00,13.1125,0.5625,0
 10/21  08:00:00,15.05,1.625,0
 10/21  09:00:00,16.7875,2.2875,0
 10/21  10:00:00,17.575,2.1,0
 10/21  11:00:00,18.4875,2.4125,0
 10/21  12:00:00,19.5875,2.6,0
 10/21  13:00:00,20,2.2875,0
 10/21  14:00:00,20.375,2.1,0
 10/21  15:00:00,23.35,4.0375,0
 10/21  16:00:00,23.625,5.2,0
 10/21  17:00:00,21.05,5.825,0
 10/21  18:00:00,18.25,6.5125,0
 10/21  19:00:00,16.2,7.325,0
 10/21  20:00:00,14.5375,6.7625,0
 10/21  21:00:00,13.2125,6.2,0
 10/21  22:00:00,12.425,6.2,0
 10/21  23:00:00,11.8875,6.5125,0
 10/21  24:00:00,11.7,5.7625,0
 10/22  01:00:00,11.0125,4.825,0
 10/22  02:00:00,10.6,4.2875,0
 10/22  03:00:00,10.6,3.475,0
 10/22  04:00:00,10.225,3.1,0
 10/22  05:00:00,9.625,2.1,0
 10/22  06:00:00,9.775,0.5625,0
 10/22  07:00:00,10.6875,1.625,0.74322432
 10/22  08:00:00,11.7875,1.9125,1.48644864
 10/22  09:00:00,12.2,1.5,7.06063104
 10/22  10:00:00,12.575,0.5625,7.06063104
 10/22  11:00:00,13.8,3.25,7.06063104
 10/22  12:00:00,14.775,6.45,7.06063104
 10/22  13:00:00,15.375,7.2,3.7161216
 10/22  14:00:00,15.9125,7.2,7.06063104
 10/22  15:00:00,15.7875,7.2,7.06063104
 10/22  16:00:00,15.225,7.2,7.06063104
 10/22  17:00:00,14.3125,7.2,7.06063104
 10/22  18:00:00,13.2125,7.2,5.20257024
 10/22  19:00:00,12.425,7.825,2.97289728
 10/22  20:00:00,12.2,7.8875,2.97289728
 10/22  21:00:00,11.8875,6.45,0.74322432
 10/22  22:00:00,11.7,4.7,0.74322432
 10/22  23:00:00,11.7,4.1,0.37161216
 10/22  24:00:00,11.0125,2.85,0.37161216
 10/23  01:00:00,10.9125,3.0375,0
 10/23  02:00:00,10.7875,1.35,0
 10/23  03:00:00,9.85,1.3125,0
 10/23  04:00:00,10.15,3.6625,0
 10/23  05:00:00,10.6,3.975,0
 10/23  06:00:00,10.9125,4.225,0
 10/23  07:00:00,11.1,4.6,0.74322432
 10/23  08:00:00,11.475,3.35,1.48644864
 10/23  09:00:00,12.3875,2.6,7.06063104
 10/23  10:00:00,13.1125,1.9125,7.06063104
 10/23  11:00:00,13.9875,1.5,7.06063104
 10/23  12:00:00,14.775,2.1875,7.06063104
 10/23  13:00:00,15,2.9125,3.7161216
 10/23  14:00:00,16.75,5.975,7.06063104
 10/23  15:00:00,16.7375,5.45,7.06063104
 10/23  16:00:00,16.475,4.7875,7.06063104
 10/23  17:00:00,16.0125,4.5125,7.06063104
 10/23  18:00:00,14.85,3.1625,5.20257024
 10/23  19:00:00,14.775,3.5375,2.97289728
 10/23  20:00:00,14.625,1.5375,2.97289728
 10/23  21:00:00,14.4,0,0.74322432
 10/23  22:00:00,14.4,0.9375,0.74322432
 10/23  23:00:00,14.4,2.5,0.37161216
 10/23  24:00:00,14.4,4.0375,0.37161216
 10/24  01:00:00,14.775,3.35,0
 10/24  02:00:00,15,3.5375,0
 10/24  03:00:00,15,4.1,0
 10/24  04:00:00,14.625,3.475,0
 10/24  05:00:00,14.775,3.4125,0
 10/24  06:00:00,15,3.6,0
 10/24  07:00:00,14.3125,4.6,0.74322432
 10/24  08:00:00,13.9,5.5125,1.48644864
 10/24  09:00:00,13.9,5.0125,7.06063104
 10/24  10:00:00,14.5875,3.975,7.06063104
 10/24  11:00:00,15.6875,3.9125,7.06063104
 10/24  12:00:00,16.1,4.4125,7.06063104
 10/24  13:00:00,16.7875,4.975,3.7161216
 10/24  14:00:00,17.2,5.2,7.06063104
 10/24  15:00:00,17.2,5.2,7.06063104
 10/24  16:00:00,17.2,5.5125,7.06063104
 10/24  17:00:00,16.6375,5.7,7.06063104
 10/24  18:00:00,15.8625,5.7,5.20257024
 10/24  19:00:00,14.85,6.0125,2.97289728
 10/24  20:00:00,14.4,6.5125,2.97289728
 10/24  21:00:00,14.4,5.7625,0.74322432
 10/24  22:00:00,14.0875,5.825,0.74322432
 10/24  23:00:00,13.525,5.2,0.37161216
 10/24  24:00:00,13.3,4.975,0.37161216
 10/25  01:00:00,12.6125,5.5125,0
 10/25  02:00:00,12.575,6.325,0
 10/25  03:00:00,12.425,6.075,0
 10/25  04:00:00,11.8875,5.0125,0
 10/25  05:00:00,11.325,3.6625,0
 10/25  06:00:00,11.1,3.4125,0
 10/25  07:00:00,11.7875,3.9125,0.74322432
 10/25  08:00:00,12.8875,3.475,1.48644864
 10/25  09:00:00,14.3625,3.4125,7.06063104
 10/25  10:00:00,15.6875,3.9125,7.06063104
 10/25  11:00:00,16.7875,3.1625,7.06063104
 10/25  12:00:00,17.2,2.2875,7.06063104
 10/25  13:00:00,17.8875,5.6,3.7161216
 10/25  14:00:00,18.3,8.0125,7.06063104
 10/25  15:00:00,17.9875,8.8875,7.06063104
 10/25  16:00:00,17.425,9.3,7.06063104
 10/25  17:00:00,16.2,8.6125,7.06063104
 10/25  18:00:00,14.85,7.8875,5.20257024
 10/25  19:00:00,14.4,6.7625,2.97289728
 10/25  20:00:00,14.4,4.8875,2.97289728
 10/25  21:00:00,14.4,4.1,0.74322432
 10/25  22:00:00,14.4,3.7875,0.74322432
 10/25  23:00:00,14.0875,3.2875,0.37161216
 10/25  24:00:00,13.2125,2.1,0.37161216
 10/26  01:00:00,13.1125,0.5625,0
 10/26  02:00:00,11.925,0.9375,0
 10/26  03:00:00,11.1,1.5,0
 10/26  04:00:00,10.7875,1.875,0
 10/26  05:00:00,10.225,2.1,0
 10/26  06:00:00,10.375,0.7875,0
 10/26  07:00:00,10.9125,0,0.74322432
 10/26  08:00:00,12.475,1.3125,1.48644864
 10/26  09:00:00,15.05,0.7875,7.06063104
 10/26  10:00:00,16.7875,0.9375,7.06063104
 10/26  11:00:00,17.8875,0.5625,7.06063104
 10/26  12:00:00,18.9875,0,7.06063104
 10/26  13:00:00,20.4625,0,3.7161216
 10/26  14:00:00,21.7875,2.5625,7.06063104
 10/26  15:00:00,22.575,2.85,7.06063104
 10/26  16:00:00,21.05,4.6625,7.06063104
 10/26  17:00:00,19.3125,5.575,7.06063104
 10/26  18:00:00,17.525,5.2,5.20257024
 10/26  19:00:00,16.325,4.5125,2.97289728
 10/26  20:00:00,15.7875,3.475,2.97289728
 10/26  21:00:00,15.225,3.4125,0.74322432
 10/26  22:00:00,14.625,2.6625,0.74322432
 10/26  23:00:00,14.0875,0.7875,0.37161216
 10/26  24:00:00,13.2125,1.9375,0.37161216
 10/27  01:00:00,12.425,1.1625,0
 10/27  02:00:00,12.8875,1.3125,0
 10/27  03:00:00,12.3,3.6625,0
 10/27  04:00:00,12.0125,3.0375,0
 10/27  05:00:00,11.8875,2.4125,0
 10/27  06:00:00,12.0125,2.2875,0
 10/27  07:00:00,11.8875,2.4125,0.74322432
 10/27  08:00:00,12.7,3.85,0.74322432
 10/27  09:00:00,13.675,5.2875,3.7161216
 10/27  10:00:00,14.5875,6.0125,3.7161216
 10/27  11:00:00,16.0625,4.8875,3.7161216
 10/27  12:00:00,16.7,5.1,3.7161216
 10/27  13:00:00,16.325,3.075,3.7161216
 10/27  14:00:00,16.1,2.5,3.7161216
 10/27  15:00:00,16.7875,4.725,0.74322432
 10/27  16:00:00,16.2,6.95,0.74322432
 10/27  17:00:00,15.6,5.1375,0.74322432
 10/27  18:00:00,15.225,3.6,0
 10/27  19:00:00,14.625,4.225,0
 10/27  20:00:00,14.4,4.6,0
 10/27  21:00:00,14.4,4.975,0
 10/27  22:00:00,14.4,3.2625,0
 10/27  23:00:00,14.775,2.4125,0
 10/27  24:00:00,15,3.225,0
 10/28  01:00:00,15,2.975,0
 10/28  02:00:00,14.625,3.225,0
 10/28  03:00:00,13.7125,3.9125,0
 10/28  04:00:00,12.9875,3.1625,0
 10/28  05:00:00,13.1125,2.2875,0
 10/28  06:00:00,13.3,1.725,0
 10/28  07:00:00,13.3,1.875,0
 10/28  08:00:00,13.675,3.6625,0
 10/28  09:00:00,14.2125,3.6625,0
 10/28  10:00:00,14.4,3.1,0
 10/28  11:00:00,14.775,4.0375,0
 10/28  12:00:00,14.625,4.6,0
 10/28  13:00:00,14.4,5.2875,0
 10/28  14:00:00,14.775,3.45,0
 10/28  15:00:00,15.375,2.1,0
 10/28  16:00:00,15.225,3.35,0
 10/28  17:00:00,14.3125,4.7875,0
 10/28  18:00:00,13.9,3.575,0
 10/28  19:00:00,13.525,5.475,0
 10/28  20:00:00,13.3,5.575,0
 10/28  21:00:00,12.9875,4.6,0
 10/28  22:00:00,13.1125,3.975,0
 10/28  23:00:00,12.9875,3.9125,0
 10/28  24:00:00,12.8,4.1,0
 10/29  01:00:00,12.425,4.1,0
 10/29  02:00:00,11.8875,4.4125,0
 10/29  03:00:00,11.7,4.2875,0
 10/29  04:00:00,11.7,3.475,0
 10/29  05:00:00,11.7,4.4125,0
 10/29  06:00:00,11.7,5.2,0
 10/29  07:00:00,11.325,4.5125,0.74322432
 10/29  08:00:00,12.1625,4.4125,1.48644864
 10/29  09:00:00,13.4875,4.2875,7.06063104
 10/29  10:00:00,14.2125,5.1,7.06063104
 10/29  11:00:00,14.775,5.3875,7.06063104
 10/29  12:00:00,15.6875,6.45,7.06063104
 10/29  13:00:00,15.7875,8.2,3.7161216
 10/29  14:00:00,15.9125,9.1125,7.06063104
 10/29  15:00:00,16.1,8.9875,7.06063104
 10/29  16:00:00,15.7875,9.1125,7.06063104
 10/29  17:00:00,14.5375,8.6125,7.06063104
 10/29  18:00:00,13.525,7.575,5.20257024
 10/29  19:00:00,12.9875,6.2625,2.97289728
 10/29  20:00:00,13.1125,5.3875,2.97289728
 10/29  21:00:00,12.9875,5.5125,0.74322432
 10/29  22:00:00,12.425,6.6375,0.74322432
 10/29  23:00:00,12.2,6.575,0.37161216
 10/29  24:00:00,11.8875,5.8875,0.37161216
 10/30  01:00:00,12.0125,5.3875,0
 10/30  02:00:00,11.8875,4.825,0
 10/30  03:00:00,11.0125,3.975,0
 10/30  04:00:00,10.6,3.6,0
 10/30  05:00:00,10.6,4.225,0
 10/30  06:00:00,10.9125,4.2875,0
 10/30  07:00:00,10.7875,3.7875,0.74322432
 10/30  08:00:00,11.6,2.975,1.48644864
 10/30  09:00:00,13.2625,0.975,7.06063104
 10/30  10:00:00,14.5875,1.3125,7.06063104
 10/30  11:00:00,15,2.4125,7.06063104
 10/30  12:00:00,15.375,1.9125,7.06063104
 10/30  13:00:00,16.975,4.75,3.7161216
 10/30  14:00:00,17.425,8.325,7.06063104
 10/30  15:00:00,17.2,7.675,7.06063104
 10/30  16:00:00,16.2,6.3875,7.06063104
 10/30  17:00:00,14.5375,7.1375,7.06063104
 10/30  18:00:00,13.2125,7.3875,5.20257024
 10/30  19:00:00,12.425,5.2625,2.97289728
 10/30  20:00:00,12.2,4.7875,2.97289728
 10/30  21:00:00,11.8875,5.2,0.74322432
 10/30  22:00:00,11.325,4.5125,0.74322432
 10/30  23:00:00,11.1,3.475,0.37161216
 10/30  24:00:00,10.7875,2.475,0.37161216
 10/31  01:00:00,10.6,0.7875,0
 10/31  02:00:00,9.85,1.625,0
 10/31  03:00:00,9.4,2.6,0
 10/31  04:00:00,9.0875,1.9125,0
 10/31  05:00:00,8.2125,2.5,0
 10/31  06:00:00,8.8,2.475,0
 10/31  07:00:00,9.0875,1.725,0.74322432
 10/31  08:00:00,10.65,2.5,1.48644864
 10/31  09:00:00,12.7,2.475,7.06063104
 10/31  10:00:00,13.9875,2.4125,7.06063104
 10/31  11:00:00,14.4,2.6,7.06063104
 10/31  12:00:00,14.4,1.9125,7.06063104
 10/31  13:00:00,15.8375,2.5,3.7161216
 10/31  14:00:00,16.325,6.2875,7.06063104
 10/31  15:00:00,14.725,7.2625,7.06063104
 10/31  16:00:00,13.525,6.075,7.06063104
 10/31  17:00:00,13.675,3.075,7.06063104
 10/31  18:00:00,14.2125,0.5625,5.20257024
 10/31  19:00:00,14.775,0,2.97289728
 10/31  20:00:00,14.625,0,2.97289728
 10/31  21:00:00,13.7125,1.9375,0.74322432
 10/31  22:00:00,13.175,2.975,0.74322432
 10/31  23:00:00,13.0375,2.7125,0.37161216
 10/31  24:00:00,12.875,2.475,0.37161216
 11/01  01:00:00,12.7375,2.275,0
 11/01  02:00:00,12.575,2.075,0
 11/01  03:00:00,12.4375,1.8125,0
 11/01  04:00:00,12.275,1.575,0
 11/01  05:00:00,10.825,1.875,0
 11/01  06:00:00,10,1.725,0
 11/01  07:00:00,10,0.5625,0.74322432
 11/01  08:00:00,11.375,0,1.48644864
 11/01  09:00:00,13.95,0,7.06063104
 11/01  10:00:00,15.6875,0,7.06063104
 11/01  11:00:00,16.7875,1.625,7.06063104
 11/01  12:00:00,17.8875,0.975,7.06063104
 11/01  13:00:00,19.3625,1.3125,3.7161216
 11/01  14:00:00,20.375,2.4125,7.06063104
 11/01  15:00:00,20.6,0.975,7.06063104
 11/01  16:00:00,20.6,0,7.06063104
 11/01  17:00:00,18.85,2.875,7.06063104
 11/01  18:00:00,16.7375,4.975,5.20257024
 11/01  19:00:00,15.7875,5.5125,2.97289728
 11/01  20:00:00,15.225,5.3875,2.97289728
 11/01  21:00:00,15,1.95,0.74322432
 11/01  22:00:00,13.625,0.9375,0.74322432
 11/01  23:00:00,13.1125,1.875,0.37161216
 11/01  24:00:00,12.6125,2.1,0.37161216
 11/02  01:00:00,12.2,2.4125,0
 11/02  02:00:00,11.5125,2.2875,0
 11/02  03:00:00,10.7875,0.7875,0
 11/02  04:00:00,10.225,0.9375,0
 11/02  05:00:00,10.375,0.5625,0
 11/02  06:00:00,10.225,0,0
 11/02  07:00:00,10.375,0.9375,0.74322432
 11/02  08:00:00,11.6,0.5625,1.48644864
 11/02  09:00:00,13.2625,0,7.06063104
 11/02  10:00:00,14.5875,1.3125,7.06063104
 11/02  11:00:00,15.375,2.1,7.06063104
 11/02  12:00:00,16.2875,1.725,7.06063104
 11/02  13:00:00,17.3875,0.5625,3.7161216
 11/02  14:00:00,18.1125,0,7.06063104
 11/02  15:00:00,18.675,0.9375,7.06063104
 11/02  16:00:00,19.2125,2.1875,7.06063104
 11/02  17:00:00,18.4,4.225,7.06063104
 11/02  18:00:00,16.7375,6.45,5.20257024
 11/02  19:00:00,15.0375,7.2,2.97289728
 11/02  20:00:00,14.4,4.95,2.97289728
 11/02  21:00:00,14.4,4.6,0.74322432
 11/02  22:00:00,13.7125,4.2,0.74322432
 11/02  23:00:00,13.675,2.975,0.37161216
 11/02  24:00:00,13.9,4.5375,0.37161216
 11/03  01:00:00,14.2125,5.0125,0
 11/03  02:00:00,14.4,6.5375,0
 11/03  03:00:00,14.0875,8.0125,0
 11/03  04:00:00,13.525,8.575,0
 11/03  05:00:00,13.3,10.3625,0
 11/03  06:00:00,13.3,12.3,0
 11/03  07:00:00,12.9875,12.2125,0.74322432
 11/03  08:00:00,12.8,11.8,0.74322432
 11/03  09:00:00,13.1125,9.2375,3.7161216
 11/03  10:00:00,13.675,8.7,3.7161216
 11/03  11:00:00,13.9,8.9875,3.7161216
 11/03  12:00:00,14.2125,6.8625,3.7161216
 11/03  13:00:00,14.0875,3.075,3.7161216
 11/03  14:00:00,13.9,3.125,3.7161216
 11/03  15:00:00,13.9,3.475,0.74322432
 11/03  16:00:00,13.2125,6.975,0.74322432
 11/03  17:00:00,11.425,7.3625,0.74322432
 11/03  18:00:00,10.6,4.8875,0
 11/03  19:00:00,10.9125,3.7875,0
 11/03  20:00:00,10.7875,4.6,0
 11/03  21:00:00,10.9125,6.1375,0
 11/03  22:00:00,10.7875,5.3875,0
 11/03  23:00:00,10.9125,4.6,0
 11/03  24:00:00,11.1,4.975,0
 11/04  01:00:00,10.7875,3.8875,0
 11/04  02:00:00,10.9125,3.1,0
 11/04  03:00:00,10.7875,3.1,0
 11/04  04:00:00,10.6,3.725,0
 11/04  05:00:00,9.85,3.1625,0
 11/04  06:00:00,9.0875,0.975,0
 11/04  07:00:00,10.275,2.5625,0
 11/04  08:00:00,11.475,6.6625,0
 11/04  09:00:00,11.7,8.2,0
 11/04  10:00:00,11.7,9.2,0
 11/04  11:00:00,12.0125,9.175,0
 11/04  12:00:00,12.575,8.425,0
 11/04  13:00:00,13.1125,8.2,0
 11/04  14:00:00,13.675,8.575,0
 11/04  15:00:00,13.9,9.7375,0
 11/04  16:00:00,13.9,9.9875,0
 11/04  17:00:00,12.525,7.2375,0
 11/04  18:00:00,12.0125,7.6375,0
 11/04  19:00:00,12.2,8.1125,0
 11/04  20:00:00,12.2,6.7625,0
 11/04  21:00:00,12.2,5.8875,0
 11/04  22:00:00,12.2,5.0125,0
 11/04  23:00:00,12.2,4.975,0
 11/04  24:00:00,12.575,5.5125,0
 11/05  01:00:00,12.425,4.075,0
 11/05  02:00:00,10.45,1.1625,0
 11/05  03:00:00,9.0875,1.625,0
 11/05  04:00:00,9.9625,1.9125,0
 11/05  05:00:00,9.1625,1.5,0
 11/05  06:00:00,8.9875,0.5625,0
 11/05  07:00:00,10.15,0,0.74322432
 11/05  08:00:00,10.6,0,1.48644864
 11/05  09:00:00,12.2875,0.9375,7.06063104
 11/05  10:00:00,13.3,1.5,7.06063104
 11/05  11:00:00,13.9875,1.5,7.06063104
 11/05  12:00:00,14.775,1.875,7.06063104
 11/05  13:00:00,15,2.1,3.7161216
 11/05  14:00:00,16.375,0.7875,7.06063104
 11/05  15:00:00,17.575,3.875,7.06063104
 11/05  16:00:00,17.1125,6.2,7.06063104
 11/05  17:00:00,15.6375,6.5125,7.06063104
 11/05  18:00:00,14.3125,6.075,5.20257024
 11/05  19:00:00,13.9,5.3875,2.97289728
 11/05  20:00:00,13.525,4.5125,2.97289728
 11/05  21:00:00,12.9875,4.1,0.74322432
 11/05  22:00:00,12.1125,2.475,0.74322432
 11/05  23:00:00,11.7,1.875,0.37161216
 11/05  24:00:00,11.0125,1.725,0.37161216
 11/06  01:00:00,10.9125,0.5625,0
 11/06  02:00:00,10.0375,0,0
 11/06  03:00:00,8.7125,0.9375,0
 11/06  04:00:00,8.9875,1.5,0
 11/06  05:00:00,8.4,1.5,0
 11/06  06:00:00,8.4875,0.5625,0
 11/06  07:00:00,8.9,0,0.74322432
 11/06  08:00:00,9.9625,0,1.48644864
 11/06  09:00:00,12.2875,1.3125,7.06063104
 11/06  10:00:00,13.3,2.1,7.06063104
 11/06  11:00:00,13.675,2.1,7.06063104
 11/06  12:00:00,13.9,2.1,7.06063104
 11/06  13:00:00,14.2125,0.7875,3.7161216
 11/06  14:00:00,15.4625,4.1875,7.06063104
 11/06  15:00:00,15.4125,7.325,7.06063104
 11/06  16:00:00,13.9375,7.7,7.06063104
 11/06  17:00:00,12.6125,7.7,7.06063104
 11/06  18:00:00,11.8875,6.1375,5.20257024
 11/06  19:00:00,11.7,5.5125,2.97289728
 11/06  20:00:00,11.325,4.075,2.97289728
 11/06  21:00:00,11.1,3.1,0.74322432
 11/06  22:00:00,10.4125,2.475,0.74322432
 11/06  23:00:00,10.375,1.725,0.37161216
 11/06  24:00:00,10.9125,0.5625,0.37161216
 11/07  01:00:00,11.475,0,0
 11/07  02:00:00,11.7,2.25,0
 11/07  03:00:00,11.7,2.2875,0
 11/07  04:00:00,11.7,2.1875,0
 11/07  05:00:00,11.7,2.6,0
 11/07  06:00:00,11.7,2.6,0
 11/07  07:00:00,11.7,2.6,0.74322432
 11/07  08:00:00,12.0125,3.225,1.48644864
 11/07  09:00:00,12.2,3.6,7.06063104
 11/07  10:00:00,12.575,1.35,7.06063104
 11/07  11:00:00,13.1125,1.3125,7.06063104
 11/07  12:00:00,13.675,2.4125,7.06063104
 11/07  13:00:00,14.5875,2.2875,3.7161216
 11/07  14:00:00,15.6875,2.4125,7.06063104
 11/07  15:00:00,16.1,3.225,7.06063104
 11/07  16:00:00,15.7875,4.9125,7.06063104
 11/07  17:00:00,14.85,5.0125,7.06063104
 11/07  18:00:00,14.0875,4.6,5.20257024
 11/07  19:00:00,13.9,3.6625,2.97289728
 11/07  20:00:00,13.525,3.1,2.97289728
 11/07  21:00:00,12.9875,1.1625,0.74322432
 11/07  22:00:00,12.425,1.9375,0.74322432
 11/07  23:00:00,11.5125,2.7875,0.37161216
 11/07  24:00:00,12.1625,2.2875,0.37161216
 11/08  01:00:00,12.1125,2.1,0
 11/08  02:00:00,11.7,0.7875,0
 11/08  03:00:00,11.7,0.9375,0
 11/08  04:00:00,12.3875,1.5,0
 11/08  05:00:00,12.425,1.875,0
 11/08  06:00:00,12.575,2.1,0
 11/08  07:00:00,12.8,1.725,0.74322432
 11/08  08:00:00,13.1125,2.1875,1.48644864
 11/08  09:00:00,14.3625,2.6,7.06063104
 11/08  10:00:00,14.625,2.2875,7.06063104
 11/08  11:00:00,14.4,3.6625,7.06063104
 11/08  12:00:00,14.4,4.2875,7.06063104
 11/08  13:00:00,14.4,4.4125,3.7161216
 11/08  14:00:00,13.7125,3.35,7.06063104
 11/08  15:00:00,13.3,2.6,7.06063104
 11/08  16:00:00,13.3,2.2875,7.06063104
 11/08  17:00:00,13.3,2.4125,7.06063104
 11/08  18:00:00,13.3,2.6,5.20257024
 11/08  19:00:00,13.3,2.2875,2.97289728
 11/08  20:00:00,13.3,4.6625,2.97289728
 11/08  21:00:00,13.3,6.2,0.74322432
 11/08  22:00:00,13.3,4.8875,0.74322432
 11/08  23:00:00,13.3,5.1,0.37161216
 11/08  24:00:00,12.9875,3.075,0.37161216
 11/09  01:00:00,13.1125,0.5625,0
 11/09  02:00:00,12.6125,0,0
 11/09  03:00:00,12.2,0.9375,0
 11/09  04:00:00,12.2,1.875,0
 11/09  05:00:00,12.2,1.725,0
 11/09  06:00:00,12.2,0.5625,0
 11/09  07:00:00,12.2,0,0.74322432
 11/09  08:00:00,12.575,0.9375,1.48644864
 11/09  09:00:00,13.1125,2.1875,7.06063104
 11/09  10:00:00,13.9875,1.9125,7.06063104
 11/09  11:00:00,14.775,2.1875,7.06063104
 11/09  12:00:00,15.375,2.9125,7.06063104
 11/09  13:00:00,15.6,3.1,3.7161216
 11/09  14:00:00,15.9125,2.7875,7.06063104
 11/09  15:00:00,15.7875,3.5375,7.06063104
 11/09  16:00:00,15.6,4.1,7.06063104
